epoch,HR@K,NDCG@K,Precision@K,Recall@K,MRR@K,MAP@K,Coverage@K,Novelty(bits),GiniPicked,TailCov@K,model,loss
0.0,0.023268826332748075,0.008917850012141744,0.002326882633274758,0.023268826332748075,0.004780670685376515,0.004780670685376515,0.2195,13.100153529584425,0.4944190319919662,0.0,pop,
3.0,0.7980474251866716,0.5655464716461991,0.07980474251861923,0.7980474251866716,0.49278931449483104,0.49278931449483104,0.9997,13.394257519758824,0.45835385337475093,0.3752976133052924,neumf,0.1821529912911012
3.0,0.0824441914758147,0.03731609289009928,0.008244419147582022,0.0824441914758147,0.023975239700026872,0.023975239700026872,0.5515,13.208295350674938,0.6552127295935356,0.04654151150900075,ssr,9.360241479962786
3.0,0.6868934380366204,0.4274885193015915,0.06868934380362071,0.6868934380366204,0.34727185123731724,0.34727185123731724,0.986,13.350210661500471,0.44821542342177895,0.30562619382970924,lightgcn,0.2515576167559797
